"id","name","specialization","degree","hospital_name","link"
204,"Dr. Rakesh Gupta","Cardiac Surgery 
                                                    Cardiac Care","M.Ch. (C.V.T.S.) , M.S. (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-rakesh-gupta"
205,"Dr. Rakesh Kapoor","Urology 
                                                    Renal Care","FNASc , FAMS , MAMS , M.Ch. (Urology) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology-nephrology/doctor/dr-rakesh-kapoor"
206,"Dr. Rakesh Kapoor","Urology 
                                                    Renal Care","FNASc , FAMS , MAMS , M.Ch. (Urology) , MS (General Surgery) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/urology/doctor/dr-rakesh-kapoor"
207,"Dr. Ram Kirti Saran","Cardiology 
                                                    Cardiac Care","D.M. (Cardiology)
M.D. (Medicine), 
MBBS
FACC (USA)
FRCP (London)
Professor & HOD, Cardiology department (LARI Cardiology),","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-r-k-saran"
208,"Dr. Ram Kirti Saran","Cardiology 
                                                    Cardiac Care","D.M. (Cardiology)
M.D. (Medicine), 
MBBS
FACC (USA)
FRCP (London)
Professor & HOD, Cardiology department (LARI Cardiology),","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiac/doctor/dr-r-k-saran"
209,"Dr. Ramanjeet Singh","Dermatology","M.D (Dermatology, Venereology & Leprosy) , Certificate Course In Dermatosurgery and Cosmetology , M.B.B.S,M.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dermatology/doctor/dr-ramanjeet-singh"
210,"Dr. Ramesh Kumar Bapna","Cardiac Surgery 
                                                    Cardiac Care","M.Ch. (Cardio-thoracic) , M.S. (General Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-ramesh-kumar-bapna"
282,"Dr. Suma S Nair","Internal Medicine","DGO , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-suma-s-nair"
211,"Dr. Ramesh Kumar Bapna","Cardiac Surgery 
                                                    Cardiac Care","M.Ch. (Cardio-thoracic) , M.S. (General Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-ramesh-kumar-bapna"
212,"Dr. Randeep Guleria","Internal Medicine 
                                                    Respiratory & Sleep Medicine","D.M. (Pulmonary Medicine) , M.D. (Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-randeep-guleria"
213,"Dr. Randeep Guleria","Internal Medicine 
                                                    Respiratory & Sleep Medicine","D.M. (Pulmonary Medicine) , M.D. (Medicine) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/pulmonology/doctor/dr-randeep-guleria"
214,"Dr. Ravi Shankar","Neurosurgery 
                                                    Neurosciences","M.Ch. (Neurosurgery) , M.S. (General Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-ravi-shankar"
215,"Dr. Ravi Shankar","Neurosurgery 
                                                    Neurosciences","M.Ch. (Neurosurgery) , M.S. (General Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurosurgery/doctor/dr-ravi-shankar"
216,"Dr. Richa Garg","Breast Cancer 
                                                    Cancer Care","MBBS , Diplomate of National Board (DNB), General Surgery , MRCS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-richa-garg"
217,"Dr. Richa Garg","Breast Cancer 
                                                    Cancer Care","MBBS , Diplomate of National Board (DNB), General Surgery , MRCS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/breast-cancer/doctor/dr-richa-garg"
218,"Dr. Rishabh Kedia","Neurosurgery 
                                                    Neurosciences","MS (Neurosurgery)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-rishabh-kedia"
219,"Dr. Rishabh Kedia","Neurosurgery 
                                                    Neurosciences","MS (Neurosurgery)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurosurgery/doctor/dr-rishabh-kedia"
220,"Dr. Ritwiz Bihari","Neurology 
                                                    Neurosciences","D.M. (Neurology) , M.D. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-ritwiz-bihari"
221,"Dr. Ritwiz Bihari","Neurology 
                                                    Neurosciences","D.M. (Neurology) , M.D. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neuro/doctor/dr-ritwiz-bihari"
222,"Dr. Roli Srivastava","Cardiology 
                                                    Cardiac Care","F.N.B. (Pediatric Cardiology) , M.D. (Peds) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiology/doctor/dr-roli-srivastava"
223,"Dr. Roli Srivastava","Cardiology 
                                                    Cardiac Care","F.N.B. (Pediatric Cardiology) , M.D. (Peds) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/cardiac/doctor/dr-roli-srivastava"
224,"Dr. Ruchika Kumar Goel","Lab & Pathology","Advance Management programme for Healthcare Indian school of Business
(I.S.B),
Senior residency Lady Harding medical college, New Delhi,
D.N.B(Pathology) Indraprastha Apollo Hospital, Delhi (National Diplomate
Board),
M.B.B.S Kasturba Medical College, Mangalore","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/lab-pathology/doctor/dr-ruchika-kumar-goel"
225,"Dr. Sahil Kiran Pethe","Urology 
                                                    Renal Care","Fellowship – Robotic Urology and Uro-oncology , MCH Urology , Senior Resident – Kidney Transplant , MS General Surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-sahil-kiran-pethe"
226,"Dr. Sahil Kiran Pethe","Urology 
                                                    Renal Care","Fellowship – Robotic Urology and Uro-oncology , MCH Urology , Senior Resident – Kidney Transplant , MS General Surgery","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology/doctor/dr-sahil-kiran-pethe"
227,"Dr. Sailen Kumar Bana","Gastroenterology 
                                                    Gastrosciences","FNB, Paediatric Gastroenterology, Medanta- The Mecicity, Gurugram,
DNB, Paediatrics, Dr B.C Roy PGIPS, Kolkata,
MBBS, VSS Medical college, Odisha,","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gastroenterology/doctor/dr-sailen-kumar-bana"
228,"Dr. Sailen Kumar Bana","Gastroenterology 
                                                    Gastrosciences","FNB, Paediatric Gastroenterology, Medanta- The Mecicity, Gurugram,
DNB, Paediatrics, Dr B.C Roy PGIPS, Kolkata,
MBBS, VSS Medical college, Odisha,","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-sailen-kumar-bana"
229,"Dr. Sameer Dhingra","Cardiac Surgery 
                                                    Cardiac Care","M.Ch. (Cardio Vascular and Thoracic Surgery) , Master of Surgery (M.S.) General Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-sameer-dhingra"
230,"Dr. Sameer Dhingra","Cardiac Surgery 
                                                    Cardiac Care","M.Ch. (Cardio Vascular and Thoracic Surgery) , Master of Surgery (M.S.) General Surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-sameer-dhingra"
231,"Dr. Sandeep Kumar Mittal","Internal Medicine","MBBS , Internship , USMLE Step 1 and 2 , ACM / BLS Provider Course , Diplomate of National Board (DNB) , Indian Diploma in Critical Care (IDCC)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-sandeep-kumar-mittal"
232,"Dr. Sandeep Mittal","Respiratory & Sleep Medicine","Clinical Fellowship in Lung Transplantation (Medical University Vienna),
Fellow World Sleep Society,
Indian Diploma in Critical Care,
DNB (Respiratory Medicine) - Sir Ganga Ram Hospital, New Delhi,
MBBS (Manipal University)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/pulmonology/doctor/dr-sandeep-mittal"
233,"Dr. Sandhya Ramesh","Ayurveda","M.D. (Ayu) , B.A.M.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/ayurveda/doctor/dr-sandhya-ramesh"
234,"Dr. Sangeeta Khanna","Critical Care","M.D. (Anaesthesiology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/critical-care/doctor/dr-sangeeta-khanna"
236,"Dr. Sanjay Saran Baijal","Radiology & Imaging","Research Fellowship Vascular and Interventional Radiology , Fellowship in Gastrointestinal and Interventional Radiology , MD(Radio diagnosis) , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/radiology/doctor/dr-sanjay-saran-baijal"
237,"Dr. Sanjeev Chandna","Cardiac Surgery 
                                                    Cardiac Care","M.Ch ( Cardiac Surgery ) , M.S ( General Surgery ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-sanjeev-chandna"
238,"Dr. Sanjeev Chandna","Cardiac Surgery 
                                                    Cardiac Care","M.Ch ( Cardiac Surgery ) , M.S ( General Surgery ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-sanjeev-chandna"
239,"Dr. Sanjeev Kumar Singla","Cardiac Surgery 
                                                    Cardiac Care","M.Ch ( Thoracic Surgery ) , M.S ( Gen Surgery ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-sanjeev-kumar-singla"
240,"Dr. Sanjeev Kumar Singla","Cardiac Surgery 
                                                    Cardiac Care","M.Ch ( Thoracic Surgery ) , M.S ( Gen Surgery ) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-sanjeev-kumar-singla"
241,"Dr. Satya Pal Kataria","Medical Oncology 
                                                    Cancer Care","MBBS , M.D. Gen. Medicine. , Medical Oncology , D.M. Medical Oncology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-satya-pal-kataria"
242,"Dr. Satya Pal Kataria","Medical Oncology 
                                                    Cancer Care","MBBS , M.D. Gen. Medicine. , Medical Oncology , D.M. Medical Oncology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-satya-pal-kataria"
243,"Dr. Satya Prakash Yadav","Paediatric Bone Marrow Transplant 
                                                    Medical Oncology 
                                                    Bone Marrow Transplant 
                                                    Cancer Care","Fellow in Paediatric Hemato- Oncology , D.N.B. (Paediatrics) , Diploma in Child Health , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/bone-marrow-transplant/doctor/dr-satya-prakash-yadav"
244,"Dr. Satya Prakash Yadav","Paediatric Bone Marrow Transplant 
                                                    Medical Oncology 
                                                    Bone Marrow Transplant 
                                                    Cancer Care","Fellow in Paediatric Hemato- Oncology , D.N.B. (Paediatrics) , Diploma in Child Health , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/paediatric-bone-marrow-transplant/doctor/dr-satya-prakash-yadav"
245,"Dr. Satya Prakash Yadav","Paediatric Bone Marrow Transplant 
                                                    Medical Oncology 
                                                    Bone Marrow Transplant 
                                                    Cancer Care","Fellow in Paediatric Hemato- Oncology , D.N.B. (Paediatrics) , Diploma in Child Health , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-satya-prakash-yadav"
246,"Dr. Satya Prakash Yadav","Paediatric Bone Marrow Transplant 
                                                    Medical Oncology 
                                                    Bone Marrow Transplant 
                                                    Cancer Care","Fellow in Paediatric Hemato- Oncology , D.N.B. (Paediatrics) , Diploma in Child Health , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-satya-prakash-yadav"
247,"Dr. Satyanarayana Upadhyayula","Clinical & Preventive Cardiology 
                                                    Cardiac Care","MBBS , MD , Fellowship in Emergency Medicine (FEM) , Certified Instructor , Fellowship in Echocardiography , Fellow International Medical Academy (FIMSA)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-satyanarayana-upadhyayula"
248,"Dr. Satyanarayana Upadhyayula","Clinical & Preventive Cardiology 
                                                    Cardiac Care","MBBS , MD , Fellowship in Emergency Medicine (FEM) , Certified Instructor , Fellowship in Echocardiography , Fellow International Medical Academy (FIMSA)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-satyanarayana-upadhyayula"
249,"Dr. Saurabh Kumar Singh","Internal Medicine","M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-saurabh-kumar-singh"
250,"Dr. Shantanu","Interventional Cardiology 
                                                    Cardiac Care","DM Cardiology , DNB General Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-shantanu"
251,"Dr. Shantanu","Interventional Cardiology 
                                                    Cardiac Care","DM Cardiology , DNB General Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/interventional/doctor/dr-shantanu"
252,"Dr. Shantanu Bharti","Neurology 
                                                    Neurosciences","M.D. (Psychiatry) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-shantanu-bharti"
253,"Dr. Shantanu Bharti","Neurology 
                                                    Neurosciences","M.D. (Psychiatry) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neuro/doctor/dr-shantanu-bharti"
254,"Dr. Shantanu Singhal","Interventional Cardiology 
                                                    Cardiac Care","M.B.B.S. , MD, Medicine , DM, Cardiology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-shantanu-singal"
255,"Dr. Shantanu Singhal","Interventional Cardiology 
                                                    Cardiac Care","M.B.B.S. , MD, Medicine , DM, Cardiology","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/interventional/doctor/dr-shantanu-singal"
256,"Dr. Sharad Tandon","Clinical & Preventive Cardiology 
                                                    Cardiac Care","D.N.B – Cardiology , M.D.-Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-sharad-tandon"
257,"Dr. Sharad Tandon","Clinical & Preventive Cardiology 
                                                    Cardiac Care","D.N.B – Cardiology , M.D.-Medicine , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-sharad-tandon"
258,"Dr. Shashi Kant Pandey","Interventional Cardiology 
                                                    Cardiac Care","MBBS , MD (MEDICINE) , Senior Resident (Internal Medicine) , Senior Resident (Internal Medicine) , DM (Cardiology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-shashi-kant-pandey"
259,"Dr. Shashi Kant Pandey","Interventional Cardiology 
                                                    Cardiac Care","MBBS , MD (MEDICINE) , Senior Resident (Internal Medicine) , Senior Resident (Internal Medicine) , DM (Cardiology)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/interventional/doctor/dr-shashi-kant-pandey"
260,"Dr. Sheilly Kapoor","Dermatology","M.D. (Dermatology & Venereology) , Housemanship (General Surgery) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/dermatology/doctor/dr-sheilly-kapoor"
261,"Dr. Shina Goyal","Medical Oncology 
                                                    Cancer Care","DM , MD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-shina-goyal"
262,"Dr. Shina Goyal","Medical Oncology 
                                                    Cancer Care","DM , MD , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/medical-oncology/doctor/dr-shina-goyal"
263,"Dr. Shital Prakash","Cardiac Surgery 
                                                    Cardiac Care","MBBS , MS (General Surgery) , M.Ch (CTVS)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-shital-prakash"
264,"Dr. Shital Prakash","Cardiac Surgery 
                                                    Cardiac Care","MBBS , MS (General Surgery) , M.Ch (CTVS)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-shital-prakash"
265,"Dr. Shyam Singh Bisht","Radiation Oncology 
                                                    Cancer Care","Post graduate Diploma in Clinical Research , Cyberknife Radiosurgery Training (Cranial/Extracranial Radiosurgery) , M.D (Radiation Oncology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-shyam-singh-bisht"
266,"Dr. Shyam Singh Bisht","Radiation Oncology 
                                                    Cancer Care","Post graduate Diploma in Clinical Research , Cyberknife Radiosurgery Training (Cranial/Extracranial Radiosurgery) , M.D (Radiation Oncology) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/radiation-oncology/doctor/dr-shyam-singh-bisht"
267,"Dr. Siddarth Varshney","Interventional Cardiology 
                                                    Cardiac Care","DM in Cardiology,  MD in General Medicine ,MBBS including Internship","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-sidharth-varshney"
268,"Dr. Siddarth Varshney","Interventional Cardiology 
                                                    Cardiac Care","DM in Cardiology,  MD in General Medicine ,MBBS including Internship","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/interventional/doctor/dr-sidharth-varshney"
269,"Dr. Smruti Ranjan Mishra","Gastroenterology 
                                                    Gastrosciences","D.M. (Gastroenterology) , M.D. (General Medicine) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gastroenterology/doctor/dr-smruthi-ranjan-mishra"
270,"Dr. Smruti Ranjan Mishra","Gastroenterology 
                                                    Gastrosciences","D.M. (Gastroenterology) , M.D. (General Medicine) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-smruthi-ranjan-mishra"
271,"Dr. Soumil Singhal","Radiology & Imaging","Undergraduate , MBBS - MD in Radio-diagnosis , MBBS - DNB Radio-diagnosis","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/radiology/doctor/dr-soumil-singhal"
272,"Dr. Suchet Chaudhary","Liver Transplant","International Visiting Scholars Training Programme in the Department of Liver Transplantation , Fellowship in Abdominal Organs Transplantation Surgery , DNB (General Surgery) , Senior Fellowship - Department of liver transplantation and regenerative medicine , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/liver-transplantation/doctor/dr-suchet-chaudhary"
273,"Dr. Sudeep Bodduluri","Urology 
                                                    Renal Care","Fellowship in Robotic Surgery , Fellowship in Renal Transplant , Clinical attachment in Urology , M.Ch (Urology) , M.S (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology-nephrology/doctor/dr-sudeep-bodduluri"
274,"Dr. Sudeep Bodduluri","Urology 
                                                    Renal Care","Fellowship in Robotic Surgery , Fellowship in Renal Transplant , Clinical attachment in Urology , M.Ch (Urology) , M.S (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/urology/doctor/dr-sudeep-bodduluri"
275,"Dr. Sudhakar Pandey","Neurology 
                                                    Neurosciences","DM Neurology , MD- Internal Medicine , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neurology/doctor/dr-sudhakar-pandey"
276,"Dr. Sudhakar Pandey","Neurology 
                                                    Neurosciences","DM Neurology , MD- Internal Medicine , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/lucknow-hospital/speciality/neuro/doctor/dr-sudhakar-pandey"
277,"Dr. Sudhir Singh Pawaiya","Emergency","Diploma , D.N.B. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/emergency/doctor/dr-sudhir-singh-pawaiya"
278,"Dr. Sukhdeep Singh","Plastic, Aesthetic and Reconstructive Surgery","M.Ch. (Plastic Surgery & Reconstructive Surgery) , M.S. (General Surgery) , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/plastic-surgery/doctor/dr-sukhdeep-singh"
279,"Dr. Sukhram Bishnoi","Lung Transplant","DNB thoracic surgery , DNB General surgery , MBBS","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/lung-transplantation-chest-surgery/doctor/dr-sukhram-bishnoi"
280,"Dr. Sukrit Sud","Gastroenterology 
                                                    Gastrosciences","Fellowship in interventional endoscopy and endoscopic surgery , DM Gastroenterology , M.D. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gastroenterology/doctor/dr-sukrit-sud"
281,"Dr. Sukrit Sud","Gastroenterology 
                                                    Gastrosciences","Fellowship in interventional endoscopy and endoscopic surgery , DM Gastroenterology , M.D. (Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-sukrit-sud"
283,"Dr. Sunil Kumar Agarwala","Gastroenterology 
                                                    Gastrosciences","PGDFM , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/gastroenterology/doctor/dr-sunil-kumar-agarwala"
284,"Dr. Sunil Kumar Agarwala","Gastroenterology 
                                                    Gastrosciences","PGDFM , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/digestive-and-hepatobiliary/doctor/dr-sunil-kumar-agarwala"
285,"Dr. Surinder Bazaz","Cardiac Surgery 
                                                    Cardiac Care","M. Ch , 
M.S. , 
M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-surinder-bazaz"
286,"Dr. Surinder Bazaz","Cardiac Surgery 
                                                    Cardiac Care","M. Ch , 
M.S. , 
M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-surinder-bazaz"
287,"Dr. Surinder Kumar Taneja","Cardiac Surgery 
                                                    Cardiac Care","Post Graduate Diploma in Clinical Cardiology , Senior Resident Cardiology , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-surinder-kumar-taneja"
288,"Dr. Surinder Kumar Taneja","Cardiac Surgery 
                                                    Cardiac Care","Post Graduate Diploma in Clinical Cardiology , Senior Resident Cardiology , M.B.B.S","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-surinder-kumar-taneja"
289,"Dr. Sushil Razdan","Neurology 
                                                    Neurosciences","D.M. (Neurology) , M.D. (General Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neurology/doctor/dr-sushil-razdan"
290,"Dr. Sushil Razdan","Neurology 
                                                    Neurosciences","D.M. (Neurology) , M.D. (General Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/neuro/doctor/dr-sushil-razdan"
291,"Dr. Sushila Kataria","Internal Medicine","P.G Diploma in Medico Legal Systems , M.D. (General Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/internal-medicine/doctor/dr-sushila-kataria"
292,"Dr. Susovan Banerjee","Radiation Oncology 
                                                    Cancer Care","Fellowship in Image Guided Gynaecological Brachytherapy , M.D. , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/oncology/doctor/dr-susovan-banerjee"
293,"Dr. Susovan Banerjee","Radiation Oncology 
                                                    Cancer Care","Fellowship in Image Guided Gynaecological Brachytherapy , M.D. , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/radiation-oncology/doctor/dr-susovan-banerjee"
294,"Dr. Swarnika Srivastava","Cardiac Surgery 
                                                    Cardiac Care","ECFMG CERTIFIED(USA)- Observership at Maimi valley hospital ,USA in cardiac surgery,
M.Ch Cardiothoracic vascular surgery (G. B Pant hospital),
MS General Surgery- MAMC,
MBBS – MAMC ( Delhi)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-swarnika-srivastava"
295,"Dr. Swarnika Srivastava","Cardiac Surgery 
                                                    Cardiac Care","ECFMG CERTIFIED(USA)- Observership at Maimi valley hospital ,USA in cardiac surgery,
M.Ch Cardiothoracic vascular surgery (G. B Pant hospital),
MS General Surgery- MAMC,
MBBS – MAMC ( Delhi)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiac-surgery/doctor/dr-swarnika-srivastava"
296,"Dr. Swati Rawat","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Fellowship in Non-Invasive Cardiology , Post Graduate Diploma in Clinical Cardiology , D.N.B. (Family Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-swati-rawat"
297,"Dr. Swati Rawat","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Fellowship in Non-Invasive Cardiology , Post Graduate Diploma in Clinical Cardiology , D.N.B. (Family Medicine) , M.B.B.S.","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/clinical-preventive/doctor/dr-swati-rawat"
298,"Dr. Tamkeen Athar Kinah","Clinical & Preventive Cardiology 
                                                    Cardiac Care","Post-Graduation diploma in Preventive Cardiovascular Medicine , PhD Cardiology (Candidate of Medical Sciences) , MD (Doctor of Medicine)","Medanta, IN","https://www.medanta.org/hospitals-near-me/gurugram-hospital/speciality/cardiology/doctor/dr-tamkeen-athar-kinah"
